Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,Source
56,Weeski Ranch Airport,,US,,,30.224,-96.01417,271,,,,small_airport,OurAirports
57,Purkeypile Airport,Purkeypile,US,,,62.940833,-152.269722,2041,,,,small_airport,OurAirports
58,Providence Seward Medical Center Heliport,Seward,US,,,60.105873975399994,-149.446249008,120,,,,heliport,OurAirports
59,Ware Island Airport,Clanton,US,,,32.94599914550781,-86.51390075683594,344,,,,small_airport,OurAirports
60,McHone Heights Airport,Wasilla,US,,,61.649095,-149.339025,610,,,,small_airport,OurAirports
61,DeQueen Medical Center Heliport,DeQueen,US,,,34.047456,-94.354023,440,,,,heliport,OurAirports
62,Yat Heliport,Camp Verde,US,,,34.607406,-111.8609,3300,,,,heliport,OurAirports
63,SCE Lugo Substation Heliport,Hesperia,US,,,34.368241,-117.370059,3733,,,,heliport,OurAirports
64,Swansboro Country Airport,Placerville,US,,,38.7999,-120.734001,2594,,,,small_airport,OurAirports
65,St Vincent General Hospital Heliport,Leadville,US,,,39.24530029296875,-106.24600219726562,10175,,,,heliport,OurAirports
66,Berlin Fairgrounds Heliport,Berlin,US,,,41.62730026245117,-72.72750091552734,60,,,,heliport,OurAirports
67,Rybolt Ranch Airport,Orlando,US,,,28.589399337768555,-81.14420318603516,55,,,,small_airport,OurAirports
68,Advent Health Altamonte Springs Heliport,Altamonte Springs,US,,,28.666639,-81.3697,86,,,,heliport,OurAirports
69,Cedar Knoll Flying Ranch Airport,Geneva,US,,,28.78190040588379,-81.1592025756836,19,,,,small_airport,OurAirports
70,Medical Center Heliport,Columbus,US,,,32.47930145263672,-84.9791030883789,319,,,,heliport,OurAirports
71,The Farm Airport,Wrightsville,US,,,32.675106,-82.771055,375,,,,small_airport,OurAirports
72,Lava Hot Springs Airport,Lava Hot Springs,US,,,42.6082,-112.031998,5268,,,,small_airport,OurAirports
73,Myers Field,Lizton,US,,,39.8849983215332,-86.50669860839844,950,,,,small_airport,OurAirports
74,Hoopeston Community Memorial Hospital Heliport,Hoopeston,US,,,40.45859909057617,-87.65950012207031,583,,,,heliport,OurAirports
75,Community Hospital Heliport,Anderson,US,,,40.13090133666992,-85.69580078125,890,,,,heliport,OurAirports
76,William E. Koenig Airport,Dow,US,,,39.01620101928711,-90.31819915771484,670,,,,small_airport,OurAirports
77,Hilliard Airpark,Hilliard,US,,,30.685568,-81.906346,59,,,,small_airport,OurAirports
78,Caldwell Municipal Airport,Caldwell,US,,,37.036132,-97.58533,1157,,,,small_airport,OurAirports
79,Flying N Ranch Airport,Lost Springs,US,,,38.54059982299805,-97.00330352783203,1485,,,,small_airport,OurAirports
80,Lourdes Hospital Heliport,Paducah,US,,,37.051700592041016,-88.64689636230469,419,,,,heliport,OurAirports
81,Barham Airport,Oak Ridge,US,,,32.638999938964844,-91.77369689941406,90,,,,small_airport,OurAirports
82,Schumaier Restricted Landing Area,Pinckneyville,US,,,38.12580108642578,-89.46389770507812,555,,,,small_airport,OurAirports
83,Country Breeze Airport,Slaughter,US,,,30.722478,-91.077372,125,,,,small_airport,OurAirports
84,Compaq Andover Heliport,Andover,US,,,42.625099182128906,-71.18009948730469,140,,,,heliport,OurAirports
85,Annapolis Seaplane Base,Annapolis,US,,,38.999199,-76.456001,,,,,seaplane_base,OurAirports
86,Saint Peter's Seaplane Base,Portage Lake,US,,,46.778900146484375,-68.50029754638672,608,,,,seaplane_base,OurAirports
87,Flow Through Terminal Heliport,Flint,US,,,43.04949951171875,-83.67970275878906,736,,,,heliport,OurAirports
88,Barnes Seaplane Base,Cook,US,,,47.899600982666016,-92.55740356445312,1358,,,,seaplane_base,OurAirports
89,Highway Patrol Troop C Headquarters Heliport,Town and Country,US,,,38.641700744628906,-90.48429870605469,615,,,,heliport,OurAirports
90,Crystal Lakes Resort Airport,Fortine,US,,,48.789100646972656,-114.87999725341797,3141,,,,small_airport,OurAirports
91,NWMC - Houghton Heliport,Tucson,US,,,32.196747,-110.775142,2873,,,,heliport,OurAirports
92,Topsail Airpark,Holly Ridge,US,,,34.47529983520508,-77.5813980102539,65,,,,small_airport,OurAirports
93,Moore Airfield,Canaan,US,,,43.6445,-72.086998,835,,,,small_airport,OurAirports
94,Albert Guido Memorial Heliport,Newark,US,,,40.739956,-74.136128,10,,,,heliport,OurAirports
95,Champion Ranch Airport,Lake Arthur,US,,,33.008611,-104.540278,3630,,,,small_airport,OurAirports
96,McGee 01 Heliport,Wilmington,US,,,34.196264,-77.919917,40,,,,heliport,OurAirports
97,Lantana Ranch Airport,Yerington,US,,,38.76390075683594,-119.0270004272461,4600,,,,small_airport,OurAirports
98,Vassar Hospital Heliport,Poughkeepsie,US,,,41.692415,-73.93683,100,,,,heliport,OurAirports
99,Atrium Medical Center Heliport,Middletown,US,,,39.497455,-84.313851,775,,,,heliport,OurAirports
100,Avita Health System Galion Hospital Heliport,Galion,US,,,40.730267,-82.802022,1140,,,,heliport,OurAirports
101,Spring Creek Ranch East Airport,Tishomingo,US,,,34.391667,-96.690833,1060,,,,small_airport,OurAirports
102,Bierly(Personal Use) Airport,Bellefonte,US,,,40.930599212646484,-77.73889923095703,960,,,,small_airport,OurAirports
103,Nort's Resort Airport,Meshoppen,US,,,41.59590148925781,-76.02960205078125,1040,,,,small_airport,OurAirports
104,York Airport,York,US,,,35.032100677490234,-81.25279998779297,779,,,,small_airport,OurAirports
105,Thirty Thirty Matlock Office Center Heliport,Arlington,US,,,32.69419860839844,-97.11579895019531,630,,,,heliport,OurAirports
106,Smith Field,Forney,US,,,32.737598,-96.428001,505,,,,small_airport,OurAirports
107,Colonial Air Park,Collierville,US,,,34.99589920043945,-89.73059844970703,370,,,,small_airport,OurAirports
108,Clute Fire & EMS Station #1 Heliport,Clute,US,,,29.012067,-95.402119,7,,,,heliport,OurAirports
109,Duckwater Airport,Duckwater,US,,,38.849785,-115.634987,5124,,,,small_airport,OurAirports
110,La Sal Junction Airport,La Sal,US,,,38.30830001831055,-109.39600372314453,6000,,,,small_airport,OurAirports
111,Pickles Airport,Berryville,US,,,39.125,-77.9250030518,500,,,,small_airport,OurAirports
112,Willapa Harbor Heliport,South Bend,US,,,46.66320037841797,-123.81199645996094,154,,,,heliport,OurAirports
113,Prehn Cranberry Company Airport,Tomah,US,,,44.0099983215332,-90.38919830322266,930,,,,small_airport,OurAirports
114,Whidbey General Hospital Heliport,Coupeville,US,,,48.213401794433594,-122.68499755859375,103,,,,heliport,OurAirports
115,Odyssey Heliport,Renton,US,,,47.518178,-122.210908,20,,,,heliport,OurAirports
116,Keyhole Airport,Pine Haven,US,,,44.348312,-104.8106,4250,,,,small_airport,OurAirports
117,Ascension Seton Hays Heliport,Kyle,US,,,30.007222,-97.853333,715,,,,heliport,OurAirports
118,Meadowood Ranch Heliport,Athens,US,,,32.020198822021484,-95.74549865722656,500,,,,heliport,OurAirports
119,Barefoot Airport,Big Lake,US,,,61.506147,-149.912825,160,,,,small_airport,OurAirports
120,Rustic Wilderness Airport,Willow,US,,,61.876907,-150.097626,190,,,,small_airport,OurAirports
121,Bass Field,Foley,US,,,30.37150001525879,-87.76439666748047,61,,,,small_airport,OurAirports
122,Emerald Ridge Airport,Homer,US,,,59.704223,-151.295869,222,,,,small_airport,OurAirports
123,Swepi Beta Platform Ellen Heliport,Huntington Beach,US,,,33.58250045776367,-118.12899780273438,122,,,,heliport,OurAirports
124,Shannon Field,Clarksdale,US,,,34.129600524902344,-90.52400207519531,165,,,,small_airport,OurAirports
125,Conover Air Lodge Airport,Frazier Park,US,,,34.761101,-119.058998,5160,,,,small_airport,OurAirports
126,Mc Cullough Airport,Monte Vista,US,,,37.64329910279999,-106.04699707,7615,,,,small_airport,OurAirports
127,Strangers Point Heliport,Ellington,US,,,41.91960144042969,-72.44450378417969,540,,,,heliport,OurAirports
128,Osborn Airfield,Groveland,US,,,28.526699,-81.874802,121,,,,small_airport,OurAirports
129,Triple R Ranch Airport,Baker,US,,,30.950976,-86.635555,209,,,,small_airport,OurAirports
130,Doug Bolton Field,Commerce,US,,,34.202598571777344,-83.42900085449219,884,,,,small_airport,OurAirports
131,Etowah Fields Airport,Euharlee,US,,,34.17530059814453,-84.92440032958984,710,,,,small_airport,OurAirports
132,K3 Helipad Heliport,Honolulu,US,,,21.35839,-157.94789,9,,,,heliport,OurAirports
133,Boone County Hospital Heliport,Boone,US,,,42.05609893798828,-93.87799835205078,1160,,,,heliport,OurAirports
134,Morgan Ranch Airport,Cascade,US,,,44.55550003051758,-115.30500030517578,5634,,,,small_airport,OurAirports
135,King Ultralightport,Westfield,US,,,40.06230163574219,-86.21050262451172,925,,,,small_airport,OurAirports
136,Diamond P. Field,Muncie,US,,,40.208900451660156,-85.54080200195312,904,,,,small_airport,OurAirports
137,Condell Medical Center Heliport,Libertyville,US,,,42.274600982666016,-87.9572982788086,762,,,,heliport,OurAirports
138,JMJ Landing Airport,Saint Marys,US,,,39.221416,-96.057072,1170,,,,small_airport,OurAirports
139,St Claire Healthcare Heliport,Morehead,US,,,38.181441,-83.443319,781,,,,heliport,OurAirports
140,Boone National Guard Heliport,Frankfort,US,,,38.190282,-84.906442,760,,,,heliport,OurAirports
141,Louisiana State Police Troop G Heliport,Bossier City,US,,,32.531491,-93.659939,168,,,,heliport,OurAirports
142,Windy Hill Heliport,Broussard,US,,,30.148300170898438,-91.91899871826172,25,,,,heliport,OurAirports
143,Cuttyhunk Heliport,Cuttyhunk,US,,,41.419601,-70.927002,9,,,,heliport,OurAirports
144,Garner Field,Brandywine,US,,,38.672544,-76.709739,141,,,,small_airport,OurAirports
145,Nadeau's Airfield,Acton,US,,,43.537467,-70.930685,700,,,,small_airport,OurAirports
146,Fairplains Airpark,Greenville,US,,,43.157100677490234,-85.14849853515625,850,,,,small_airport,OurAirports
147,Troy Airpark,Troy,US,,,39.04999923706055,-91.03350067138672,650,,,,small_airport,OurAirports
148,Watts Field,Rochdale,US,,,34.095701,-90.846131,153,,,,small_airport,OurAirports
149,Benes Service Airport,Valparaiso,US,,,41.074501037597656,-96.90450286865234,1550,,,,small_airport,OurAirports
150,Iroquois Landing Seaplane Base,Dummer,US,,,44.657100677490234,-71.21910095214844,1180,,,,seaplane_base,OurAirports
151,Penske Heliport,Piscataway,US,,,40.55730056762695,-74.46710205078125,78,,,,heliport,OurAirports
152,FFR Animas Landing Strip,Animas,US,,,32.09071,-108.870735,4240,,,,small_airport,OurAirports
153,McGee 02 Heliport,Greenville,US,,,35.592197,-77.377372,25,,,,heliport,OurAirports
154,Paiute Meadows Airport,Winnemucca,US,,,41.299551,-118.926709,4443,,,,small_airport,OurAirports
155,Hansen Heliport,Durhamville,US,,,43.132598876953125,-75.65550231933594,435,,,,heliport,OurAirports
156,Zimmerman Airport,Fremont,US,,,41.376399993896484,-83.08329772949219,614,,,,small_airport,OurAirports
157,Murtha Airport,Conneaut,US,,,41.801998138427734,-80.56539916992188,950,,,,small_airport,OurAirports
158,War Veterans Colony Heliport,Wilburton,US,,,34.811412,-95.307727,807,,,,heliport,OurAirports
159,Rowena Dell Airport,The Dalles,US,,,45.68149948120117,-121.31600189208984,705,,,,small_airport,OurAirports
160,Stottle Memorial Heliport,Honey Grove,US,,,40.403596,-77.556602,591,,,,heliport,OurAirports
161,Lag III Heliport,Monroeville,US,,,40.438301,-79.769997,1070,,,,heliport,OurAirports
162,Peco Berwyn Heliport,Berwyn,US,,,40.06959915161133,-75.4552001953125,390,,,,heliport,OurAirports
163,Cuylers Airport,Vega Baja,PR,,,18.464924,-66.363773,15,,,,small_airport,OurAirports
164,Miramar Residence Heliport,Newport,US,,,41.457931,-71.304886,36,,,,heliport,OurAirports
165,Harpers Airport,Estill,US,,,32.760211,-81.225872,111,,,,small_airport,OurAirports
166,Wise River Airport,Wise River,US,,,45.769100189208984,-112.98200225830078,5830,,,,small_airport,OurAirports
167,Matagorda Shore Facility Heliport,Matagorda,US,,,28.722177,-95.875813,5,,,,heliport,OurAirports
168,Baylor Medical Center Heliport,Waxahachie,US,,,32.39540100097656,-96.86419677734375,560,,,,heliport,OurAirports
169,Ellis Field,Rockvale,US,,,35.780355,-86.585521,840,,,,small_airport,OurAirports
170,Lucin Airport,Lucin,US,,,41.369336,-113.841019,4412,,,,small_airport,OurAirports
171,The Greenhouse Airport,Culpeper,US,,,38.435699462890625,-77.8572006225586,320,,,,small_airport,OurAirports
172,Northstar Aviation Heliport,Bristol,US,,,36.63880157470703,-82.11669921875,1850,,,,heliport,OurAirports
173,Cawleys South Prairie Airport,South Prairie,US,,,47.15230178833008,-122.09400177001953,690,,,,small_airport,OurAirports
174,Beer Airport,Hudson,US,,,45.031898498535156,-92.65579986572266,920,,,,small_airport,OurAirports
175,Fowler Field,Tonasket,US,,,48.74580001831055,-119.31900024414062,2150,,,,small_airport,OurAirports
176,JLS Farms Airport,Honey Grove,US,,,33.591319,-95.882864,675,,,,small_airport,OurAirports
177,Trapper T Heliport,Palmer,US,,,61.556055,-149.284527,159,,,,heliport,OurAirports
178,Joe Clouds Seaplane Base,Kenai,US,,,60.72722244262695,-151.13278198242188,150,,,,seaplane_base,OurAirports
179,Highland Medical Center Heliport,Scottsboro,US,,,34.662604,-86.046774,628,,,,heliport,OurAirports
180,Hscmh Heliport,Malvern,US,,,34.357601165771484,-92.78849792480469,350,,,,heliport,OurAirports
181,Thompson International Aviation Airport,Hereford,US,,,31.430971,-110.088087,4275,,,,small_airport,OurAirports
182,Grossmont Hospital Heliport,La Mesa,US,,,32.779484,-117.006952,634,,,,heliport,OurAirports
183,Lake Persimmon Airstrip,Lake Placid,US,,,27.353099822998047,-81.40809631347656,70,,,,small_airport,OurAirports
184,Ranger Heliport,West Palm Beach,US,,,26.683716,-80.186561,20,,,,closed,OurAirports
185,HIA Airport,Statesboro,US,,,32.561626,-81.85509,238,,,,small_airport,OurAirports
186,NGMC Lumpkin Hospital Heliport,Dahlonega,US,,,34.523153,-83.975058,1178,,,,heliport,OurAirports
187,Flying Y Ranch Airport,Council,US,,,44.793965,-116.531543,3180,,,,small_airport,OurAirports
188,Davis Field Ultralightport,Mount Vernon,US,,,37.9620018005,-87.7789001465,465,,,,small_airport,OurAirports
189,Wix Airport,Monee,US,,,41.40230178833008,-87.81670379638672,750,,,,small_airport,OurAirports
190,Heinzman Airport,Arcadia,US,,,40.18000030517578,-86.01249694824219,850,,,,small_airport,OurAirports
191,OSF St Anthony's Health Center Heliport,Alton,US,,,38.904999,-90.173401,580,,,,heliport,OurAirports
192,Valley Grain Heliport,Highland,US,,,39.86470031738281,-95.26409912109375,1160,,,,heliport,OurAirports
193,Flying H Farms Airport,Henderson,US,,,37.796085,-87.53859,385,,,,small_airport,OurAirports
194,Damien Heliport,Carville,US,,,30.199600219726562,-91.12789916992188,25,,,,heliport,OurAirports
195,Fmc Nr 1 Heliport,Winnsboro,US,,,32.159000396728516,-91.70800018310547,79,,,,heliport,OurAirports
196,Lakeside Lodge and Marina Seaplane Base,East Winthrop,US,,,44.3209,-69.889503,165,,,,seaplane_base,OurAirports
197,Hadley Airport,Hadley,US,,,42.393431,-72.551553,150,,,,small_airport,OurAirports
198,Upper Chesapeake Medical Center Heliport,Bel Air,US,,,39.518427,-76.346022,302,,,,heliport,OurAirports
199,Maple Ridge Airport,Harrison,US,,,44.084251,-70.626905,556,,,,small_airport,OurAirports
200,Harold Miller Heliport,Bay City,US,,,43.550899505615234,-83.86219787597656,585,,,,heliport,OurAirports
201,Nauerth Land Ranch Airport,Lakefield,US,,,43.62519836425781,-95.22470092773438,1435,,,,small_airport,OurAirports
202,Vicksburg Medical Center Heliport,Vicksburg,US,,,32.31880187988281,-90.8832015991211,110,,,,heliport,OurAirports
203,Cascade Field,Cascade,US,,,47.267327,-111.71748,3580,,,,small_airport,OurAirports
204,McDonnell Airport,Archie,US,,,38.4925,-94.412498,874,,,,small_airport,OurAirports
205,Utirik Airport,Utirik Island,MH,UTK,,11.222219,169.851429,4,,,,small_airport,OurAirports
206,Pilots Ridge Airport,Carolina Beach,US,,,34.104236,-77.905855,35,,,,small_airport,OurAirports
207,Olafson Brothers Airport,Edinburg,US,,,48.626399993896484,-97.8290023803711,1045,,,,small_airport,OurAirports
208,Hyde Ranch Airport,Comstock,US,,,41.5463981628418,-99.3311996459961,2430,,,,small_airport,OurAirports
209,Lorden Heliport,Milford,US,,,42.815399169921875,-71.12439727783203,400,,,,heliport,OurAirports
210,Miner's Colfax Medical Center Heliport,Raton,US,,,36.862377,-104.442853,6600,,,,heliport,OurAirports
211,Johnston Medical Center Heliport,Clayton,US,,,35.63027,-78.50392,320,,,,heliport,OurAirports
212,Llama Ranch Airport,Ruby Valley,US,,,40.58440017700195,-115.2979965209961,6120,,,,small_airport,OurAirports
213,Talmage Field,Riverhead,US,,,40.958308,-72.717326,95,,,,small_airport,OurAirports
214,Gibbs Field,Fremont,US,,,41.416933,-83.018339,580,,,,small_airport,OurAirports
215,"Cleveland Clinic, Marymount Hospital Heliport",Garfield Heights,US,,,41.420312,-81.599552,890,,,,heliport,OurAirports
216,Sahoma Lake Airport,Sapulpa,US,,,36.041259,-96.161517,890,,,,small_airport,OurAirports
217,Bluebird Airport,Alex,US,,,35.012334,-97.702735,1232,,,,small_airport,OurAirports
218,Powwatka Ridge Airport,Troy,US,,,45.85540008544922,-117.48400115966797,3340,,,,small_airport,OurAirports
219,Collegeville Heliport,Collegeville,US,,,40.162899017333984,-75.4656982421875,197,,,,heliport,OurAirports
220,M.P. Metals Heliport,Berwick,US,,,41.066861,-76.180806,479,,,,heliport,OurAirports
221,Sun View Field Airport,Bonner Springs,US,,,39.065931,-94.938417,980,,,,small_airport,OurAirports
222,Sandy River Airport,Sandy,US,,,45.401629,-122.228771,704,,,,small_airport,OurAirports
223,Seacoast Medical Center Heliport,Little River,US,,,33.8650016784668,-78.66190338134766,73,,,,heliport,OurAirports
224,Barronena Ranch Airport,Hebbronville,US,,,27.490812,-98.669615,600,,,,small_airport,OurAirports
225,Eagles Landing Heliport,Sevierville,US,,,35.92250061035156,-83.57939910888672,1000,,,,heliport,OurAirports
226,Shannon Medical Center Heliport,San Angelo,US,,,31.4658,-100.43397,1825,,,,heliport,OurAirports
227,Brazos Polo Airport,Orchard,US,,,29.632117,-95.932481,117,,,,small_airport,OurAirports
228,M D K Field Heliport,Pearland,US,,,29.580929,-95.30508,50,,,,heliport,OurAirports
229,AZ Minerals Corporation Airport,Mexican Hat,US,,,37.114384,-109.99014,5315,,,,small_airport,OurAirports
230,Spangle Field,Spangle,US,,,47.408199310302734,-117.37200164794922,2440,,,,small_airport,OurAirports
231,Aerostone Ranch Airport,Goldendale,US,,,45.875,-120.66999816894531,2320,,,,small_airport,OurAirports
232,Lopez Medical Clinic Heliport,Lopez Island,US,,,48.524894,-122.912394,38,,,,heliport,OurAirports
233,Del Sol Medical Center Heliport,El Paso,US,,,31.7574,-106.346895,3881,,,,heliport,OurAirports
234,Creekside Airport,Mertzon,US,,,31.318099975585938,-100.75399780273438,2100,,,,small_airport,OurAirports
235,Flying W Ranch Airport,Soldotna,US,,,60.535833,-150.811387,250,,,,small_airport,OurAirports
236,Anniston AHP (Anniston Army Depot),Anniston,US,,,33.62639999,-85.96720123,686,,,,heliport,OurAirports
237,North 40 Airport,Sutton,US,,,61.737511,-148.700724,943,,,,small_airport,OurAirports
238,Saline Memorial Hospital Heliport,Benton,US,,,34.574319,-92.586047,430,,,,heliport,OurAirports
239,Gray Butte Field,Palmdale,US,,,34.566631,-117.670666,3020,,,,small_airport,OurAirports
240,Hunt's Sky Ranch Airport,Julian,US,,,33.08169937133789,-116.44100189208984,2310,,,,small_airport,OurAirports
241,Shingle Mill Heliport,Harwinton,US,,,41.75510025024414,-73.05239868164062,880,,,,heliport,OurAirports
242,Richards Field,Homestead,US,,,25.558700561523438,-80.51509857177734,9,,,,small_airport,OurAirports
243,Tampa General Hospital Brandon Healthplex Heliport,Brandon,US,,,27.929372,-82.336981,37,,,,heliport,OurAirports
244,Cross Creek Farms Airport,Ormond Beach,US,,,29.240353,-81.222525,30,,,,small_airport,OurAirports
245,Columbus Southwest Airport,Columbus,US,,,39.91151,-83.188577,920,,,,small_airport,OurAirports
246,Middlekoop Airport,Packwood,US,,,41.08829879760742,-92.05460357666016,801,,,,small_airport,OurAirports
247,Lanham Field,Emmett,US,,,43.877015,-116.538365,2343,,,,small_airport,OurAirports
248,Schertz Aerial Service - Hudson Airport,Hudson,US,,,40.6375007629,-89.0070037842,755,,,,small_airport,OurAirports
249,Lake Gage Seaplane Base,Angola,US,,,41.701389,-85.113056,954,,,,seaplane_base,OurAirports
250,Van Gorder Airport,Mansfield,US,,,40.1786003112793,-88.56900024414062,728,,,,small_airport,OurAirports
251,Natchez Trace Farm Airport,Hiseville,US,,,37.135101318359375,-85.78939819335938,710,,,,small_airport,OurAirports
252,Saint James Parish Hospital Heliport,Lutcher,US,,,30.051001,-90.703848,10,,,,heliport,OurAirports
253,La National Guard Heliport,Baton Rouge,US,,,30.44610023498535,-91.10530090332031,52,,,,heliport,OurAirports
254,Goddard Field,Haverhill,US,,,42.810908,-71.140959,200,,,,small_airport,OurAirports
255,Chesapeake City Heliport,Chesapeake City,US,,,39.51810073852539,-75.82140350341797,40,,,,heliport,OurAirports
256,Beech Hill Airport,Mercer,US,,,44.66669845581055,-69.8938980102539,625,,,,small_airport,OurAirports
257,Rapids Airway Airport,Eaton Rapids,US,,,42.53450012207031,-84.62830352783203,880,,,,small_airport,OurAirports
258,Helblad Airport,Kelliher,US,,,47.985801696777344,-94.68689727783203,1195,,,,small_airport,OurAirports
259,Nick's Flying Service Inc Airport,Rolling Fork,US,,,32.940537,-90.836683,100,,,,small_airport,OurAirports
260,Pluhar Airport,Cohagen,US,,,47.13749777779999,-106.488095,2715,,,,small_airport,OurAirports
